qid,question,answer,generated_answer,num_sentences,factuality,query,score_pr,score_re,score_f1,pr_score,re_score,f1_score
QA20CAPR-0001,和名をハダカカメガイといい、実は巻き貝の一種とされている、その姿から「流氷の天使」と呼ばれる動物は何でしょう?,クリオネ,マンタ,1,0,,,,,0.08359292944272373,0.08781527082125373,0.08574384252230338
QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録,『東方見聞録』です。,1,1,,,,,0.1257923801740018,0.07280508677164768,0.10167726675669331
QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹,村上春樹,1,1,,,,,2.0816681711721685e-16,2.0816681711721685e-16,2.0816681711721685e-16
QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,セットプレー,ゴールキック(Goal Kick)といいます。,1,0,,,,,0.2556344866752624,0.2607377370198569,0.259761881828308
QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン,ビッグバン,1,1,,,,,2.0816681711721685e-16,2.0816681711721685e-16,2.0816681711721685e-16
QA20CAPR-0011,アメンボが水の上をすべることができるのはこの力を利用しているからである、液体がその表面積をできるだけ小さく保とうとする力を何というでしょう?,表面張力,粘性抵抗力(ねばっこいりょく),1,0,,,,,0.35027059713999376,0.22728329102198322,0.29417087237040124
QA20CAPR-0013,日本では有明海と八代海のみに生息するハゼ科の魚で、作家・畑正憲の愛称にもなっているのは何でしょう?,ムツゴロウ,ムツゴロウ,1,1,,,,,0.01932560602823917,0.02800669868787141,0.024044996500015445
QA20CAPR-0015,日本では1990年前後に訪れた、不動産や株などの価格が実態とかけ離れて高騰していく経済のことを、泡を意味する言葉から何経済というでしょう?,バブル経済,バブル経済,1,1,,,,,2.0816681711721685e-16,2.0816681711721685e-16,2.0816681711721685e-16
QA20CAPR-0017,ウォーターゲート事件によって辞任に追い込まれた、時のアメリカ大統領は誰でしょう?,リチャード・ニクソン,ジェラルド・フォード。,1,1,,,,,7.947286148612953e-09,7.947286148612953e-09,7.947286148612953e-09
QA20CAPR-0019,宋の杜黙の詩が律に合っていなかったことに由来する、誤りが多くていいかげんなことを表す言葉は何でしょう?,杜撰,「粗忽」とは、間違いや手抜きを意味する言葉です。また、「粗末」とは、品質が低いことを意味します。これらの言葉は、宋の杜黙の詩が律に合っていなかったことに由来する、誤りが多くていいかげんなことを表現するのに非常に適しています。,3,"0,0,0",,,,,"0.2787060916423796,0.26778726180394524,0.2960311651229859","0.26987176934878043,0.2844839930534362,0.22790817618370074","0.2810840487480166,0.2820545395215356,0.26841890613238"
QA20CAPR-0021,毎年7月に「北海へそ祭り」が開催される、ラベンダー畑で有名な北海道の都市はどこでしょう?,富良野市,富良野市,1,1,,,,,0.012281699975331656,0.009919921557108607,0.011125910282135026
QA20CAPR-0023,元々は仏教における持国天・増長天・広目天・多聞天のことを指していた、ある集団の中で特に秀でた4人の人物を意味する言葉は何でしょう?,四天王,四天王寺金堂の四天王像。,1,0,,,,,0.20055406292279576,0.27970052957534747,0.24318335056304902
QA20CAPR-0025,テニスで、相手のサーブを返した打球により得点することを何というでしょう?,リターンエース,リターン・ザ・ボール,1,0,,,,,0.04571855862935382,0.05686348875363696,0.05134440660476681
QA20CAPR-0027,スズメ、イシ、キンメなどの種類がある、縁起物の魚は何でしょう?,鯛,金目鯛です。,1,0,,,,,0.1723176538944249,0.11270759701728848,0.15392918984095283
QA20CAPR-0029,『アルルの跳ね橋』や『ひまわり』などの作品で知られる、オランダの画家は誰でしょう?,フィンセント・ファン・ゴッホ,レンブラント・ファン・レイン,1,0,,,,,0.045602947473526105,0.04114699363708512,0.043415228525797704
QA20CAPR-0031,総北高校に通う小野田坂道を主人公とする、渡辺航の自転車漫画は何でしょう?,弱虫ペダル,弱虫ペダルです。,1,1,,,,,2.0816681711721685e-16,2.0816681711721685e-16,2.0816681711721685e-16
QA20CAPR-0033,提唱したドイツの統計学者の名に由来する、家計の支出に占める飲食費の割合を何というでしょう?,エンゲル係数,パーチェスファクター,1,0,,,,,0.26762337684631377,0.2714658697446183,0.26968842744827315
QA20CAPR-0035,人気マンガの『ベルサイユのばら』や『エースをねらえ!』が連載された、集英社の少女向けマンガ雑誌は何でしょう?,マーガレット (雑誌),マーガレット・別冊マーガレットです。,1,0,,,,,0.23482315540313753,0.19050513108571301,0.21357976794242878
QA20CAPR-0037,火口で見つかった方解石の結晶を、ある宝石と間違ったことがその名の由来である、ハワイ・オアフ島を代表する観光地となっている火山は何でしょう?,ダイヤモンドヘッド,ダイヤモンドヘッド,1,1,,,,,2.0816681711721685e-16,2.0816681711721685e-16,2.0816681711721685e-16
QA20CAPR-0039,「Nonprofit Organization」の略称である、非営利で活動を行う民間団体を意味するアルファベット3文字は何でしょう?,NPO,NGO(非政府組織) NGOとは、社会貢献やボランティア活動を目的とした非営利団体です。 一般的には、政府からの資金援助を受けずに運営される団体を指します。 非営利団体であるため、利益を追求せず、社会の改善に焦点を当てています。,3,"0,0,1",,,,,"0.3315792858600618,0.3392012854417164,0.35533869067827883","0.34506047169367465,0.38554027179876965,0.3877822637557982","0.3458386778831481,0.3686006565888723,0.3770029842853547"
QA20CAPR-0041,本名を國土郁音という、童謡『森のくまさん』の替え歌ネタで話題となったお笑い芸人は誰でしょう?,パーマ大佐,くまモン,1,0,,,,,0.33520850737889596,0.3575036128362023,0.34954486886660285
QA20CAPR-0043,神奈川県の城ケ島では「アマガニ」の名前で食べられている、体の成長に合わせ貝殻を次々と引っ越すことが特徴の甲殻類は何でしょう?,ヤドカリ,ツノナシオガイ科の一種。,1,0,,,,,0.06431149641672756,0.06234617233276374,0.0637127419312797
